1	1111
2	2111
3	1121
4	1211
5	1112
6	3111
7	2121
8	2211
9	2112
10	1221
11	1122
12	1311
13	1212
14	1113
15	3121
16	3211
17	3112
18	2221
19	2122
20	2311
21	2212
22	2113
23	1321
24	1222
25	1123
26	1411
27	1312
28	1213
29	3221
30	3122
31	3311
32	3212
33	3113
34	2321
35	2222
36	2123
37	2411
38	2312
39	2213
40	1421
41	1322
42	1223
43	1412
44	1313
45	3321
46	3222
47	3123
48	3411
49	3312
50	3213
51	2421
52	2322
53	2223
54	2412
55	2313
56	1422
57	1323
58	1413
59	3421
60	3322
61	3223
62	3412
63	3313
64	2422
65	2323
66	2413
67	1423
68	3422
69	3323
70	3413
71	2423
72	3423
